# Euler integrator.
# dt=1.0E-04
#                        t                         K                         U                         P                         T
    0.0000000000000000E+00    1.8750000000000000E+04   -2.0692347954647141E+02    1.7521415467935230E+02    1.0000000000000000E+02
    1.0000000000000000E-04    1.8750000000000000E+04   -2.0692347954647141E+02    1.7521415467935230E+02    1.0000000000000000E+02
    2.0000000000000001E-04    1.8749959263430337E+04   -2.0690311280130999E+02    1.7521415467935230E+02    9.9999782738295124E+01
    3.0000000000000003E-04    1.8749877756558744E+04   -2.0684199508577112E+02    1.7521415467935230E+02    9.9999348034979974E+01
    4.0000000000000002E-04    1.8749755415327214E+04   -2.0674007743971612E+02    1.7521415467935230E+02    9.9998695548411817E+01
    5.0000000000000001E-04    1.8749592145328297E+04   -2.0659728056526242E+02    1.7521415467935230E+02    9.9997824775084254E+01
    6.0000000000000006E-04    1.8749387821775657E+04   -2.0641349479990407E+02    1.7521415467935233E+02    9.9996735049470161E+01
    7.0000000000000010E-04    1.8749142289468840E+04   -2.0618858008386442E+02    1.7521415467935230E+02    9.9995425543833804E+01
    8.0000000000000015E-04    1.8748855362752282E+04   -2.0592236592166444E+02    1.7521415467935233E+02    9.9993895268012182E+01
    9.0000000000000019E-04    1.8748526825468514E+04   -2.0561465133790139E+02    1.7521415467935233E+02    9.9992143069165408E+01
    1.0000000000000002E-03    1.8748156430905543E+04   -2.0526520482722299E+02    1.7521415467935233E+02    9.9990167631496220E+01
    1.1000000000000003E-03    1.8747743901738439E+04   -2.0487376429847936E+02    1.7521415467935233E+02    9.9987967475938333E+01
    1.2000000000000003E-03    1.8747288929965074E+04   -2.0444003701304285E+02    1.7521415467935233E+02    9.9985540959813733E+01
    1.3000000000000004E-03    1.8746791176836003E+04   -2.0396369951726837E+02    1.7521415467935233E+02    9.9982886276458686E+01
    1.4000000000000004E-03    1.8746250272778474E+04   -2.0344439756908574E+02    1.7521415467935233E+02    9.9980001454818520E+01
    1.5000000000000005E-03    1.8745665817314544E+04   -2.0288174605869736E+02    1.7521415467935233E+02    9.9976884359010910E+01
    1.6000000000000005E-03    1.8745037378973280E+04   -2.0227532892335597E+02    1.7521415467935233E+02    9.9973532687857499E+01
    1.7000000000000006E-03    1.8744364495197020E+04   -2.0162469905620580E+02    1.7521415467935233E+02    9.9969943974384108E+01
    1.8000000000000006E-03    1.8743646672241655E+04   -2.0092937820915373E+02    1.7521415467935230E+02    9.9966115585288819E+01
    1.9000000000000006E-03    1.8742883385070923E+04   -2.0018885688974595E+02    1.7521415467935233E+02    9.9962044720378259E+01
    2.0000000000000005E-03    1.8742074077244688E+04   -1.9940259425201646E+02    1.7521415467935233E+02    9.9957728411971672E+01
    2.1000000000000003E-03    1.8741218160801131E+04   -1.9857001798127698E+02    1.7521415467935233E+02    9.9953163524272711E+01
    2.2000000000000001E-03    1.8740315016132874E+04   -1.9769052417281171E+02    1.7521415467935233E+02    9.9948346752708659E+01
    2.3000000000000000E-03    1.8739363991856942E+04   -1.9676347720443766E+02    1.7521415467935233E+02    9.9943274623237031E+01
    2.3999999999999998E-03    1.8738364404678581E+04   -1.9578820960289087E+02    1.7521415467935233E+02    9.9937943491619095E+01
    2.4999999999999996E-03    1.8737315539248819E+04   -1.9476402190399440E+02    1.7521415467935233E+02    9.9932349542660361E+01
    2.5999999999999994E-03    1.8736216648015790E+04   -1.9369018250655981E+02    1.7521415467935233E+02    9.9926488789417547E+01
    2.6999999999999993E-03    1.8735066951069741E+04   -1.9256592751997366E+02    1.7521415467935233E+02    9.9920357072371957E+01
    2.7999999999999991E-03    1.8733865635981630E+04   -1.9139046060541131E+02    1.7521415467935233E+02    9.9913950058568687E+01
    2.8999999999999989E-03    1.8732611857635336E+04   -1.9016295281062713E+02    1.7521415467935233E+02    9.9907263240721804E+01
    2.9999999999999988E-03    1.8731304738053364E+04   -1.8888254239825000E+02    1.7521415467935233E+02    9.9900291936284603E+01
    3.0999999999999986E-03    1.8729943366215961E+04   -1.8754833466752888E+02    1.7521415467935236E+02    9.9893031286485126E+01
    3.1999999999999984E-03    1.8728526797873659E+04   -1.8615940176945003E+02    1.7521415467935236E+02    9.9885476255326182E+01
    3.2999999999999982E-03    1.8727054055353074E+04   -1.8471478251515694E+02    1.7521415467935236E+02    9.9877621628549733E+01
    3.3999999999999981E-03    1.8725524127355930E+04   -1.8321348217759248E+02    1.7521415467935236E+02    9.9869462012564952E+01
    3.4999999999999979E-03    1.8723935968751219E+04   -1.8165447228628003E+02    1.7521415467935236E+02    9.9860991833339824E+01
    3.5999999999999977E-03    1.8722288500360417E+04   -1.8003669041515266E+02    1.7521415467935236E+02    9.9852205335255547E+01
    3.6999999999999976E-03    1.8720580608735636E+04   -1.7835903996334173E+02    1.7521415467935236E+02    9.9843096579923397E+01
    3.7999999999999974E-03    1.8718811145930631E+04   -1.7662038992882330E+02    1.7521415467935236E+02    9.9833659444963374E+01
    3.8999999999999972E-03    1.8716978929264558E+04   -1.7481957467481624E+02    1.7521415467935236E+02    9.9823887622744309E+01
    3.9999999999999975E-03    1.8715082741078357E+04   -1.7295539368882717E+02    1.7521415467935236E+02    9.9813774619084569E+01
    4.0999999999999977E-03    1.8713121328483685E+04   -1.7102661133422276E+02    1.7521415467935236E+02    9.9803313751912995E+01
    4.1999999999999980E-03    1.8711093403104223E+04   -1.6903195659421206E+02    1.7521415467935236E+02    9.9792498149889198E+01
    4.2999999999999983E-03    1.8708997640809263E+04   -1.6697012280811049E+02    1.7521415467935236E+02    9.9781320750982744E+01
    4.3999999999999985E-03    1.8706832681439453E+04   -1.6483976739975333E+02    1.7521415467935236E+02    9.9769774301010415E+01
    4.4999999999999988E-03    1.8704597128524525E+04   -1.6263951159792219E+02    1.7521415467935236E+02    9.9757851352130800E+01
    4.5999999999999991E-03    1.8702289548992914E+04   -1.6036794014864003E+02    1.7521415467935233E+02    9.9745544261295535E+01
    4.6999999999999993E-03    1.8699908472873063E+04   -1.5802360101918637E+02    1.7521415467935233E+02    9.9732845188656341E+01
    4.7999999999999996E-03    1.8697452392986313E+04   -1.5560500509367651E+02    1.7521415467935236E+02    9.9719746095927007E+01
    4.8999999999999998E-03    1.8694919764631173E+04   -1.5311062586004766E+02    1.7521415467935236E+02    9.9706238744699576E+01
    5.0000000000000001E-03    1.8692309005258849E+04   -1.5053889908828455E+02    1.7521415467935236E+02    9.9692314694713858E+01
    5.1000000000000004E-03    1.8689618494139842E+04   -1.4788822249971668E+02    1.7521415467935236E+02    9.9677965302079173E+01
    5.2000000000000006E-03    1.8686846572021441E+04   -1.4515695542721119E+02    1.7521415467935236E+02    9.9663181717447685E+01
    5.3000000000000009E-03    1.8683991540775925E+04   -1.4234341846608490E+02    1.7521415467935236E+02    9.9647954884138258E+01
    5.4000000000000012E-03    1.8681051663039358E+04   -1.3944589311555316E+02    1.7521415467935236E+02    9.9632275536209903E+01
    5.5000000000000014E-03    1.8678025161840702E+04   -1.3646262141052844E+02    1.7521415467935236E+02    9.9616134196483742E+01
    5.6000000000000017E-03    1.8674910220221143E+04   -1.3339180554358549E+02    1.7521415467935236E+02    9.9599521174512759E+01
    5.7000000000000019E-03    1.8671704980843402E+04   -1.3023160747689971E+02    1.7521415467935236E+02    9.9582426564498135E+01
    5.8000000000000022E-03    1.8668407545590864E+04   -1.2698014854397162E+02    1.7521415467935236E+02    9.9564840243151281E+01
    5.9000000000000025E-03    1.8665015975156366E+04   -1.2363550904094635E+02    1.7521415467935236E+02    9.9546751867500632E+01
    6.0000000000000027E-03    1.8661528288620393E+04   -1.2019572780734080E+02    1.7521415467935236E+02    9.9528150872642101E+01
    6.1000000000000030E-03    1.8657942463018593E+04   -1.1665880179598942E+02    1.7521415467935236E+02    9.9509026469432499E+01
    6.2000000000000033E-03    1.8654256432898368E+04   -1.1302268563202990E+02    1.7521415467935236E+02    9.9489367642124634E+01
    6.3000000000000035E-03    1.8650468089864429E+04   -1.0928529116074836E+02    1.7521415467935239E+02    9.9469163145943611E+01
    6.4000000000000038E-03    1.8646575282113103E+04   -1.0544448698411320E+02    1.7521415467935236E+02    9.9448401504603225E+01
    6.5000000000000040E-03    1.8642575813955311E+04   -1.0149809798583919E+02    1.7521415467935236E+02    9.9427071007761654E+01
    6.6000000000000043E-03    1.8638467445327999E+04   -9.7443904844825227E+01    1.7521415467935236E+02    9.9405159708415994E+01
    6.7000000000000046E-03    1.8634349370155589E+04   -9.3335525285567968E+01    1.7521415467935236E+02    9.9383196640829809E+01
    6.8000000000000048E-03    1.8630118756138567E+04   -8.9160865305564897E+01    1.7521415467935236E+02    9.9360633366072364E+01
    6.9000000000000051E-03    1.8625884074188260E+04   -8.4899556289422563E+01    1.7521415467935236E+02    9.9338048395670725E+01
    7.0000000000000053E-03    1.8621532895765344E+04   -8.0606264359387239E+01    1.7521415467935236E+02    9.9314842110748501E+01
    7.1000000000000056E-03    1.8617062751157562E+04   -7.6195209827690277E+01    1.7521415467935236E+02    9.9291001339506991E+01
    7.2000000000000059E-03    1.8612471122402178E+04   -7.1663896898051405E+01    1.7521415467935239E+02    9.9266512652811613E+01
    7.3000000000000061E-03    1.8607755442684807E+04   -6.7009781115957622E+01    1.7521415467935239E+02    9.9241362360985633E+01
    7.4000000000000064E-03    1.8602913095725486E+04   -6.2230268755379768E+01    1.7521415467935239E+02    9.9215536510535927E+01
    7.5000000000000067E-03    1.8597941415152032E+04   -5.7322716192440211E+01    1.7521415467935239E+02    9.9189020880810844E+01
    7.6000000000000069E-03    1.8592837683860864E+04   -5.2284429266120249E+01    1.7521415467935239E+02    9.9161800980591281E+01
    7.7000000000000072E-03    1.8587599133365398E+04   -4.7112662626140015E+01    1.7521415467935239E+02    9.9133862044615455E+01
    7.8000000000000074E-03    1.8582222943132350E+04   -4.1804619068204097E+01    1.7521415467935239E+02    9.9105189030039199E+01
    7.9000000000000077E-03    1.8576706239906158E+04   -3.6357448856860813E+01    1.7521415467935239E+02    9.9075766612832851E+01
    8.0000000000000071E-03    1.8571046097021968E+04   -3.0768249036292527E+01    1.7521415467935236E+02    9.9045579184117173E+01
    8.1000000000000065E-03    1.8565239533707590E+04   -2.5034062729427511E+01    1.7521415467935236E+02    9.9014610846440490E+01
    8.2000000000000059E-03    1.8559283514374994E+04   -1.9151878425841538E+01    1.7521415467935236E+02    9.8982845409999968E+01
    8.3000000000000053E-03    1.8553174947901953E+04   -1.3118629259013280E+01    1.7521415467935236E+02    9.8950266388810405E+01
    8.4000000000000047E-03    1.8546910686904615E+04   -6.9311922735857179E+00    1.7521415467935236E+02    9.8916856996824620E+01
    8.5000000000000041E-03    1.8540487527001813E+04   -5.8638768340232739E-01    1.7521415467935236E+02    9.8882600144009672E+01
    8.6000000000000035E-03    1.8533902206072082E+04    5.9190218788064577E+00    1.7521415467935239E+02    9.8847478432384435E+01
    8.7000000000000029E-03    1.8527151403504540E+04    1.2588332119074762E+01    1.7521415467935239E+02    9.8811474152024203E+01
    8.8000000000000023E-03    1.8520231739444851E+04    1.9424897846047987E+01    1.7521415467935239E+02    9.8774569277039205E+01
    8.9000000000000017E-03    1.8513139774037689E+04    2.6432133739727096E+01    1.7521415467935239E+02    9.8736745461534326E+01
    9.0000000000000011E-03    1.8505872006667294E+04    3.3613515123650082E+01    1.7521415467935239E+02    9.8697984035558889E+01
    9.1000000000000004E-03    1.8498424875197899E+04    4.0972578738876877E+01    1.7521415467935239E+02    9.8658266001055452E+01
    9.1999999999999998E-03    1.8490794755215986E+04    4.8512923517945289E+01    1.7521415467935236E+02    9.8617572027818596E+01
    9.2999999999999992E-03    1.8482977959276592E+04    5.6238211356765326E+01    1.7521415467935239E+02    9.8575882449475159E+01
    9.3999999999999986E-03    1.8474970736156039E+04    6.4152167882190994E+01    1.7521415467935236E+02    9.8533177259498885E+01
    9.4999999999999980E-03    1.8466769270113859E+04    7.2258583212768229E+01    1.7521415467935236E+02    9.8489436107273903E+01
    9.5999999999999974E-03    1.8458369680166750E+04    8.0561312709899028E+01    1.7521415467935236E+02    9.8444638294222671E+01
    9.6999999999999968E-03    1.8449768019377952E+04    8.9064277716376765E+01    1.7521415467935236E+02    9.8398762770015750E+01
    9.7999999999999962E-03    1.8440960274165449E+04    9.7771466278957391E+01    1.7521415467935236E+02    9.8351788128882390E+01
    9.8999999999999956E-03    1.8431942363633036E+04    1.0668693385129015E+02    1.7521415467935236E+02    9.8303692606042858E+01
