    2.00000000e-01    3.74104323e+02    1.56150818e+00   -1.18127935e+02    3.79686008e-01    2.55976388e+02    1.73966447e+00    2.74440841e+02    1.64239471e+00
    4.00000000e-01    3.72614903e+02    1.69353558e+00   -1.55082678e+02    4.00679569e-01    2.17532225e+02    1.97216093e+00    7.69980113e+02    3.48106751e+00
    6.00000000e-01    3.84232784e+02    1.58612801e+00   -1.18885233e+02    4.65237875e-01    2.65347551e+02    2.03589735e+00    1.58291842e+03    5.27367262e+00
    8.00000000e-01    3.75198111e+02    1.46081416e+00   -1.33937358e+00    6.45833082e-01    3.73858737e+02    2.09717970e+00    2.69678797e+03    7.23316901e+00
